model,stage,unit_id,output_text,cited_pages,issue_families,precision_families,review_status,unit_definition
gemma26-off,full-source-control,full-source-control-U016,"The Roman army suffered a catastrophic defeat, losing forty thousand men and several high-ranking commanders (67).",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gemma26-off,full-source-control,full-source-control-U017,"While the Goths attempted to besiege Constantinople, they retreated after being intimidated by the city's massive walls (67).",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gemma26-off,full-source-control,full-source-control-U018,"By the ninth century, the Byzantine Empire experienced an intellectual recovery through the literary reigns of Leo the Wise and Constantine Porphyrogenitus (241).",[241],[],"[""H3-recovery-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gemma26-off,full-source-control,full-source-control-U019,"The author describes these emperors as ""easy-going, and inoffensive men of literature"" (241).",[241],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gemma26-off,full-source-control,full-source-control-U020,"Leo’s *Tactica* provided a detailed account of the Byzantine army, noting its organized supply trains and specialized medical care (245).",[245],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gemma26-off,full-source-control,full-source-control-U021,"Constantine Porphyrogenitus produced works on administration and court ceremonies, which the author characterizes as the products of a ""careful and methodical compiler"" (246).",[246],[],"[""H3-compiler-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gemma26-off,full-source-control,full-source-control-U022,These literary achievements signaled an end to the period of intellectual destitution that had persisted since the death of Justinian (247).,[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U001,The author argues that Constantine’s strategic foresight in establishing Constantinople proved vital as the Huns displaced the Goths [PDF p. 61].,[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U002,"After crushing the Ostrogoths, the Huns forced the Visigoths to seek refuge across the Danube in 376 [PDF p. 62].",[62],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U003,"The Eastern Emperor Valens, described by the author as stupid and cowardly, permitted their entry under strict conditions [PDF p. 63].",[63],[],"[""H1-character-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U004,"However, Roman officials, particularly Governor Lupicinus, engaged in extortion and withheld food supplies, driving the starving Goths to desperation [PDF p. 64].",[64],[],"[""H1-food-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U005,"A banquet incident at Marcianopolis triggered open rebellion, leading to a year of fierce fighting along the Balkans [PDF p. 64].",[64],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U006,"The author notes that while the Goths had adopted some civilization, their barbarian spirit remained potent [PDF p. 64].",[64],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U007,"In 378, Emperor Valens launched a major offensive against the Gothic forces near Adrianople [PDF p. 65].",[65],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U008,"The author highlights a critical shift in military tactics, noting that the Goths had adopted cavalry warfare, which contrasted sharply with traditional Roman infantry dominance [PDF p. 65].",[65],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U009,"During the battle, Gothic cavalry arrived unexpectedly and routed the Roman flanks [PDF p. 66].",[66],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U010,"The resulting crush of infantry led to a catastrophic defeat, killing forty thousand soldiers and the Emperor himself [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U011,"The author characterizes this as the most fearful defeat since Cannae, effectively destroying the Eastern Roman army [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U012,"Although the Goths advanced toward Constantinople, they abandoned the siege due to the city’s formidable walls [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H1-summary,H1-summary-U013,The author concludes that this event validated Constantine’s earlier prescience regarding the capital’s defensive importance [PDF p. 67].,[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U001,The author argues that Latin decayed in the East due to practical separation from the West and barbarian devastation [PDF p. 170].,[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U002,"By the seventh century, Latin knowledge was rare, with Justinian being the last emperor to speak it natively [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U003,The author attributes this linguistic shift to the division of the empire and the extermination of Latin-speaking populations by Slavs [PDF p. 170].,[170],"[""H2-Latin-extinction""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U004,"Simultaneously, the empire became increasingly Christian [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U005,"The author notes that Christian influence on state machinery began slowly, accelerating under Theodosius I [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U006,"The author highlights that gladiatorial games ended after a monk’s death, not state decree [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U007,Christianity also abolished infanticide and modified slavery by emphasizing the soul’s equality [PDF p. 173].,[173],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U008,The author credits these social improvements to the Christian belief in individual worth [PDF p. 174].,[174],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U009,"However, the author explicitly evaluates the rise of monasticism as dangerous [PDF p. 174].",[174],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U010,"The author claims monks neglected civic duties, harming the state during barbarian invasions [PDF p. 175].",[175],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U011,The author describes this apathy as maddening to pagans [PDF p. 176].,[176],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U012,The author concludes that governing classes preserved Roman traditions despite this religious shift [PDF p. 176].,[176],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U013,"The author observes that paganism vanished, though indifference persisted among educated Christians [PDF p. 176].",[176],"[""H2-paganism-extinction""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H2-summary,H2-summary-U014,"The author suggests that while Christianity improved social conditions, its ascetic elements posed significant political risks to the empire’s stability [PDF p. 174].",[174],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U001,"The author characterizes the eighty years following Basil the Macedonian’s death as the most monotonous period in imperial history, dominated by the literary reigns of Leo VI and Constantine VII [PDF p. 241].",[241],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U002,"While these emperors were mild men of letters rather than military conquerors, the era experienced relative peace, with external threats limited to vexatious but non-dangerous piratical raids [PDF p. 242].",[242],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U003,"The author notes that the capture of Thessalonica by Saracens in 904 was a disgraceful administrative failure, though it occurred by surprise [PDF p. 242].",[242],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U004,"Constantine VII’s path to power was obstructed by regents, including his uncle Alexander and the ambitious admiral Romanus Lecapenus, until popular wrath removed the Lecapenus family, allowing Constantine to rule for twenty years [PDF p. 243].",[243],[],"[""H3-succession-agency""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U005,"The author evaluates their chief achievements as literary rather than political, highlighting Leo’s military manual as a valuable record of Byzantine organization and tactics [PDF p. 244].",[244],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U006,"This work reveals a highly disciplined army with specialized units and medical support, reflecting confidence in the empire’s defensive capabilities [PDF p. 245].",[245],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U007,"Constantine’s writings, particularly on court ceremonies, demonstrate his methodical nature and compensation for his lack of real power during his youth [PDF p. 247].",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H3-summary,H3-summary-U008,"The author concludes that the literary output of these emperors signals the end of the intellectual dearth that had plagued Byzantium since the seventh century, marking a significant cultural revival [PDF p. 247].",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U001,"The author argues that the Byzantine Empire ceased to be a vital bulwark for Christendom after 1370, asserting that its prolonged existence resulted from the Paleologi’s subservience to the Turks [PDF p. 358].",[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U002,"The text suggests that an earlier fall of Constantinople would have only marginally altered European history, potentially affecting Italian commerce and the timing of the Renaissance [PDF p. 359].",[359],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U003,"During the reign of John Paleologus, internal strife weakened the state, as his son Andronicus rebelled and was subsequently blinded [PDF p. 359].",[359],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U004,"John’s successor, Manuel II, lacked the resources for rebellion but capitalized on the Ottoman civil war triggered by Tamerlane’s victory in 1402 [PDF p. 360].",[360],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U005,"Manuel secured temporary territorial gains by selling his support to Turkish pretenders, yet the author notes that Europe missed a rare opportunity to expel the Ottomans due to Hungarian conflicts with the Hussites and poor relations with Serbia [PDF p. 362].",[362],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U006,"When Murad II unified the Ottoman realm, he reclaimed the territories Manuel had gained, forcing the Byzantines back into vassalage [PDF p. 363].",[363],"[""H4-unifier-identity""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U007,"The author describes the subsequent decades as a period of unredeemed gloom, characterized by the physical decay of Constantinople and its economic dependence on Italian merchants [PDF p. 365].",[365],"[""H4-urban-citation""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U008,John VI. maintained peace but lost Thessalonica to the Ottomans after his brother sold it to Venice [PDF p. 367].,[367],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,H4-summary,H4-summary-U009,"Finally, John VIII. traveled to Italy to secure aid through religious union with Rome, but the author evaluates this effort as futile because the papacy was too weakened by internal schisms to provide meaningful military support [PDF p. 367].",[367],"[""H4-unsupplied-imperial-number""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U001,The author argues that Constantine’s strategic foresight in establishing Constantinople proved vital as the Huns displaced the Goths [PDF p. 61].,[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U002,"After crushing the Ostrogoths, the Huns forced the Visigoths to seek refuge across the Danube in 376 [PDF p. 62].",[62],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U003,"The Eastern Emperor Valens, described by the author as stupid and cowardly, permitted their entry under strict conditions [PDF p. 63].",[63],[],"[""H1-character-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U004,"However, Roman officials, particularly Governor Lupicinus, engaged in extortion and withheld food supplies, driving the starving Goths to desperation [PDF p. 64].",[64],[],"[""H1-food-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U005,"A banquet incident at Marcianopolis triggered open rebellion, leading to a year of fierce fighting along the Balkans [PDF p. 64].",[64],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U006,"The author notes that while the Goths had adopted some civilization, their barbarian spirit remained potent [PDF p. 64].",[64],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U007,"In 378, Emperor Valens launched a major offensive against the Gothic forces near Adrianople [PDF p. 65].",[65],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U008,"The author highlights a critical shift in military tactics, noting that the Goths had adopted cavalry warfare, which contrasted sharply with traditional Roman infantry dominance [PDF p. 65].",[65],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U009,"During the battle, Gothic cavalry arrived unexpectedly and routed the Roman flanks [PDF p. 66].",[66],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U010,"The resulting crush of infantry led to a catastrophic defeat, killing forty thousand soldiers and the Emperor himself [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U011,"The author characterizes this as the most fearful defeat since Cannae, effectively destroying the Eastern Roman army [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U012,"Although the Goths advanced toward Constantinople, they abandoned the siege due to the city’s formidable walls [PDF p. 67].",[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U013,The author concludes that this event validated Constantine’s earlier prescience regarding the capital’s defensive importance [PDF p. 67].,[67],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U014,The author argues that Latin decayed in the East due to practical separation from the West and barbarian devastation [PDF p. 170].,[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U015,"By the seventh century, Latin knowledge was rare, with Justinian being the last emperor to speak it natively [PDF p. 169].",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U016,The author attributes this linguistic shift to the division of the empire and the extermination of Latin-speaking populations by Slavs [PDF p. 170].,[170],"[""H2-Latin-extinction""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U017,"Simultaneously, the empire became increasingly Christian [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U018,"The author notes that Christian influence on state machinery began slowly, accelerating under Theodosius I [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U019,"The author highlights that gladiatorial games ended after a monk’s death, not state decree [PDF p. 171].",[171],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U020,Christianity also abolished infanticide and modified slavery by emphasizing the soul’s equality [PDF p. 173].,[173],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U021,The author credits these social improvements to the Christian belief in individual worth [PDF p. 174].,[174],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U022,"However, the author explicitly evaluates the rise of monasticism as dangerous [PDF p. 174].",[174],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U023,"The author claims monks neglected civic duties, harming the state during barbarian invasions [PDF p. 175].",[175],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U024,The author describes this apathy as maddening to pagans [PDF p. 176].,[176],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U025,The author concludes that governing classes preserved Roman traditions despite this religious shift [PDF p. 176].,[176],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U026,"The author observes that paganism vanished, though indifference persisted among educated Christians [PDF p. 176].",[176],"[""H2-paganism-extinction""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U027,"The author suggests that while Christianity improved social conditions, its ascetic elements posed significant political risks to the empire’s stability [PDF p. 174].",[174],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U028,"The author characterizes the eighty years following Basil the Macedonian’s death as the most monotonous period in imperial history, dominated by the literary reigns of Leo VI and Constantine VII [PDF p. 241].",[241],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U029,"While these emperors were mild men of letters rather than military conquerors, the era experienced relative peace, with external threats limited to vexatious but non-dangerous piratical raids [PDF p. 242].",[242],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U030,"The author notes that the capture of Thessalonica by Saracens in 904 was a disgraceful administrative failure, though it occurred by surprise [PDF p. 242].",[242],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U031,"Constantine VII’s path to power was obstructed by regents, including his uncle Alexander and the ambitious admiral Romanus Lecapenus, until popular wrath removed the Lecapenus family, allowing Constantine to rule for twenty years [PDF p. 243].",[243],[],"[""H3-succession-agency""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U032,"The author evaluates their chief achievements as literary rather than political, highlighting Leo’s military manual as a valuable record of Byzantine organization and tactics [PDF p. 244].",[244],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U033,"This work reveals a highly disciplined army with specialized units and medical support, reflecting confidence in the empire’s defensive capabilities [PDF p. 245].",[245],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U034,"Constantine’s writings, particularly on court ceremonies, demonstrate his methodical nature and compensation for his lack of real power during his youth [PDF p. 247].",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U035,"The author concludes that the literary output of these emperors signals the end of the intellectual dearth that had plagued Byzantium since the seventh century, marking a significant cultural revival [PDF p. 247].",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U036,"The author argues that the Byzantine Empire ceased to be a vital bulwark for Christendom after 1370, asserting that its prolonged existence resulted from the Paleologi’s subservience to the Turks [PDF p. 358].",[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U037,"The text suggests that an earlier fall of Constantinople would have only marginally altered European history, potentially affecting Italian commerce and the timing of the Renaissance [PDF p. 359].",[359],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U038,"During the reign of John Paleologus, internal strife weakened the state, as his son Andronicus rebelled and was subsequently blinded [PDF p. 359].",[359],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U039,"John’s successor, Manuel II, lacked the resources for rebellion but capitalized on the Ottoman civil war triggered by Tamerlane’s victory in 1402 [PDF p. 360].",[360],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U040,"Manuel secured temporary territorial gains by selling his support to Turkish pretenders, yet the author notes that Europe missed a rare opportunity to expel the Ottomans due to Hungarian conflicts with the Hussites and poor relations with Serbia [PDF p. 362].",[362],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
qwen35-off-mtp,merged-summary-synthesis,merged-summary-synthesis-U041,"When Murad II unified the Ottoman realm, he reclaimed the territories Manuel had gained, forcing the Byzantines back into vassalage [PDF p. 363].",[363],"[""H4-unifier-identity""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
